WORD_norm	WORD	Transcription1	PerMilFreq	zipf	Length	AvePhonLength	n_syllables	H_GPC_word	H_PGC_word	H_GPC_grapheme_word	H_PGC_grapheme_word	H_GPC_onset_word	H_PGC_onset_word	H_GPC_rime_word	H_PGC_rime_word	H_GPC_OVC_word	H_PGC_OVC_word	OUF	OUB	OU	MAXOUF	MAXOUB	MINOUF	MINOUB	PUF	PUB	PU	MAXPUF	MAXPUB	MINPUF	MINPUB	OU_PU_Mismatch	OUF_PUF_Mismatch	OUB_PUB_Mismatch	SN_k25	SN_k50	Entropy_beta5	Entropy_beta10	Dispersion_k50	Hubness_k50	ClusteringCoeff_k25
بادکنکها	بادکنکها	bɑdkɔnakhɑ	0.795297	2.90053	8	10.0	4.0	0.0	0.0	0.390806	0.216136	0.002155	0.17948	0.917743	0.522616	1.108989	8.127749	0.05925	0.031807	0.091057	0.350873	0.196007	1.5e-05	1e-05	0.048166	0.022454	0.07062	0.37001	0.172279	1.3e-05	9e-06	0.020437	0.011084	0.009353	5.0	5.0	0.995756	0.978878	0.001067	6.0	0.12
جگر	جگر	jɛɡar	11.149081	4.047239	3	5.0	2.0	0.0	0.0	0.002226	0.238006	0.001113	0.001715	1.099469	0.171821	1.178695	7.706099	0.043515	0.100857	0.144372	0.130041	0.283668	0.000216	0.000114	0.031058	0.080911	0.111968	0.130254	0.275621	0.000169	9.9e-05	0.032403	0.012457	0.019946	8.0	8.0	0.991453	0.955221	0.001989	15.0	0.11
زندگیمی	زندگیمی	zɛndɛɡimi	0.414265	2.617279	7	9.0	4.0	0.0	0.0	0.24123	0.381911	0.002114	0.339685	0.856239	0.213025	0.987378	7.439719	0.029742	0.062924	0.092666	0.102901	0.394856	5e-06	5e-06	0.026818	0.04505	0.071868	0.106584	0.361663	5e-06	5e-06	0.020798	0.002924	0.017874							
تورمش	تورمش	tavarrɔmaʃ	0.577116	2.761263	5	10.0	4.0	0.0	0.0	0.380425	0.189033	0.006	0.087226	1.835331	0.559141	1.114057	8.013873	0.04553	0.036677	0.082207	0.178211	0.160357	7e-06	7e-06	0.036313	0.027445	0.063757	0.189863	0.16343	6e-06	6e-06	0.01845	0.009217	0.009232							
قشنگی	قشنگی	ɢaʃanɡi	86.641072	4.937724	5	7.0	3.0	0.0	0.0	0.17018	0.118806	0.001057	0.245243	1.177389	0.228891	1.129351	7.783629	0.022482	0.088062	0.110544	0.100815	0.394856	0.001213	0.000733	0.027316	0.058422	0.085737	0.107559	0.361663	0.001058	0.000636	0.024806	-0.004834	0.02964	25.0	50.0	0.980134	0.901491	0.004745	78.0	0.233333
دهی	دهی	dɛhi	25.088978	4.399483	3	4.0	2.0	1.0	0.0	0.607598	0.371377	0.002838	0.35905	0.919405	0.708114	0.863269	7.567277	0.099344	0.138678	0.238022	0.281878	0.394856	0.001142	0.001864	0.088318	0.096297	0.184615	0.278657	0.361663	0.001395	0.001128	0.053408	0.011026	0.042382	15.0	15.0	0.992671	0.962881	0.001789	23.0	0.263333
اپرا	اپرا	ʔɔpɛrɑ	23.130431	4.364184	4	6.0	3.0	0.0	0.993592	0.532176	0.608712	0.007091	0.69017	0.856398	0.469417	1.563328	7.937264	0.077825	0.05322	0.131045	0.308518	0.196007	0.000488	0.000222	0.070096	0.031546	0.101642	0.362463	0.172279	0.000461	0.000223	0.029403	0.007729	0.021674	19.0	19.0	0.97902	0.838481	0.00329	28.0	0.196667
کروی	کروی	kɔravi	7.830013	3.893763	4	6.0	3.0	0.0	0.0	0.686628	0.201576	0.007969	0.00166	1.211375	0.581806	1.237693	7.853838	0.080925	0.11386	0.194785	0.237071	0.394856	8.7e-05	8.2e-05	0.081982	0.069103	0.151086	0.277575	0.361663	7.1e-05	7.1e-05	0.043699	-0.001058	0.044757	25.0	50.0	0.983808	0.930332	0.004311	71.0	0.406667
استاد	استاد	ʔɔstɑd	342.861519	5.535119	5	6.0	2.0	0.0	0.0	0.426005	0.695346	0.010407	1.206158	0.863576	1.165677	1.646846	8.180405	0.104144	0.075838	0.179982	0.308518	0.290831	0.003124	0.002499	0.076134	0.063472	0.139606	0.362463	0.294503	0.002595	0.002172	0.040376	0.02801	0.012366	25.0	50.0	0.988781	0.95094	0.003063	48.0	0.2
روشنی	روشنی	roʃani	29.856873	4.475044	5	6.0	3.0	0.0	0.0	0.54794	0.092489	0.000914	0.000291	1.06444	0.186959	1.467798	7.26583	0.044328	0.100588	0.144916	0.141799	0.394856	0.000315	0.00028	0.028173	0.084236	0.112409	0.147505	0.361663	0.000301	0.000242	0.032507	0.016155	0.016352	17.0	17.0	0.982793	0.916143	0.004139	27.0	0.15
مملکته	مملکته	mamlɛkatɛ	1.278404	3.106668	6	9.0	4.0	0.0	0.0	0.167966	0.314531	0.002556	0.086821	1.141839	0.392346	0.904506	7.706099	0.065742	0.082866	0.148609	0.377749	0.407647	1.5e-05	1.5e-05	0.060602	0.054677	0.115279	0.3953	0.400045	1.3e-05	1.3e-05	0.03333	0.00514	0.02819	25.0	50.0	0.993634	0.967251	0.00155	22.0	0.216667
سرشب	سرشب	sarɛʃab	0.483105	2.684042	4	7.0	3.0	0.0	0.0	0.0001	0.279418	0.000914	0.269764	1.347622	0.337913	0.855015	7.791138	0.056289	0.027864	0.084153	0.169645	0.097645	6e-06	6e-06	0.047892	0.017387	0.065279	0.204351	0.087327	5e-06	5e-06	0.018873	0.008397	0.010477							
خشنن	خشنن	xaʃɛnan	0.727568	2.861874	4	7.0	3.0	0.0	0.0	0.000228	0.184555	0.000315	0.001537	1.254767	0.480627	0.919349	7.791138	0.049941	0.09167	0.141611	0.194215	0.347165	9e-06	9e-06	0.032226	0.077626	0.109852	0.182979	0.355901	8e-06	8e-06	0.03176	0.017715	0.014045							
گشنته	گشنته	ɡɔʃnatɛ	3.795047	3.579217	5	7.0	3.0	0.0	0.0	0.197796	0.335122	0.001189	0.11537	1.105463	0.668975	0.829968	7.861347	0.023812	0.099199	0.12301	0.115115	0.407647	4.2e-05	4.2e-05	0.025128	0.070299	0.095427	0.112067	0.400045	3.7e-05	3.7e-05	0.027584	-0.001316	0.0289							
نابرابری	نابرابری	nɑbarɑbari	8.159744	3.911677	8	10.0	5.0	0.0	0.0	0.371077	0.061499	0.001259	0.000174	0.964689	0.298637	1.497155	7.945765	0.036682	0.061819	0.098502	0.244687	0.394856	8.6e-05	8.6e-05	0.028019	0.048396	0.076415	0.237072	0.361663	7.4e-05	7.4e-05	0.022087	0.008664	0.013424	25.0	48.0	0.974697	0.872267	0.005709	62.0	0.186667
کراواتمو	کراواتمو	kɛrɑvɑtamɔ	0.437786	2.641262	8	10.0	5.0	0.0	0.0	0.742198	0.295537	0.005462	0.069781	0.852776	0.355408	1.209139	7.992395	0.040622	0.016679	0.057302	0.237071	0.119438	6e-06	6e-06	0.033755	0.010698	0.044454	0.277575	0.088853	5e-06	5e-06	0.012848	0.006867	0.005981							
دارنش	دارنش	dɑranɛʃ	1.909108	3.28083	5	7.0	3.0	0.0	0.0	0.213154	0.195393	0.001172	0.000642	0.977389	0.325643	1.010943	7.867056	0.104472	0.035673	0.140145	0.281878	0.160357	2.2e-05	3.2e-05	0.076637	0.032086	0.108724	0.278657	0.16343	1.9e-05	2.3e-05	0.031421	0.027835	0.003587							
خریدنی	خریدنی	xaridani	1.210652	3.083019	6	8.0	4.0	0.0	0.0	0.280112	0.056806	0.000879	0.001416	0.94358	0.214156	1.222432	7.694836	0.036168	0.0848	0.120968	0.194215	0.394856	1.5e-05	1.5e-05	0.030043	0.063804	0.093847	0.182979	0.361663	1.3e-05	1.3e-05	0.027121	0.006125	0.020996	1.0	1.0	0.997868	0.989228	0.000538	9.0	0.056667
دیگریوز	دیگریوز	diɡɛrevz	0.361509	2.558119	7	8.0	3.0	0.0	0.0	0.512389	0.345162	0.001914	0.001494	0.536888	0.079669	1.013059	7.257101	0.052519	0.018032	0.070551	0.281878	0.08821	5e-06	5e-06	0.043699	0.011035	0.054734	0.278657	0.088239	4e-06	4e-06	0.015817	0.00882	0.006997							
نبرد	نبرد	nabard	156.462788	5.194411	4	6.5	2.5	2.0	0.0	0.000357	0.109136	0.000899	0.000349	1.35164	0.569513	0.847507	8.003342	0.068125	0.094947	0.163072	0.244687	0.290831	0.001625	0.001245	0.062114	0.064399	0.126513	0.237072	0.294503	0.001242	0.001081	0.036558	0.00601	0.030548	25.0	50.0	0.980882	0.903097	0.004294	66.0	0.24
پنت	پنت	pɛnt	7.776145	3.890764	3	4.0	1.0	0.0	0.0	0.000141	0.417353	0.0	0.0	1.005703	0.0	0.0	7.450982	0.052358	0.109255	0.161613	0.144295	0.308994	0.000325	8.2e-05	0.044763	0.080624	0.125387	0.141666	0.315786	0.00026	7.1e-05	0.036225	0.007595	0.028631	10.0	10.0	0.993637	0.973234	0.00185	13.0	0.373333
وستلی	وستلی	vɛstli	7.187386	3.856571	5	6.0	2.0	0.0	0.0	0.550868	0.499796	0.011153	0.00417	0.975681	0.077173	1.351824	7.439719	0.023964	0.091095	0.115059	0.11145	0.394856	7.6e-05	7.6e-05	0.019284	0.069985	0.089269	0.101134	0.361663	6.6e-05	6.6e-05	0.02579	0.00468	0.02111							
واحدمون	واحدمون	vɑhɛdɛmun	0.883121	2.94602	7	9.0	4.0	0.0	0.0	0.695353	0.38989	0.005644	0.181299	1.101683	0.478283	1.024314	7.420381	0.023903	0.071534	0.095437	0.11145	0.347165	1.1e-05	1.1e-05	0.017126	0.056922	0.074048	0.101134	0.355901	9e-06	9e-06	0.021389	0.006778	0.014612							
نکنی	نکنی	nakɔni	184.846411	5.266811	4	6.0	3.0	1.0	0.0	0.211706	0.117725	0.001104	0.000581	1.213427	0.469027	1.153486	7.818734	0.070995	0.132289	0.203283	0.244687	0.394856	0.0038	0.001444	0.06992	0.087804	0.157724	0.237072	0.361663	0.003865	0.001255	0.045559	0.001075	0.044485	25.0	50.0	0.990033	0.955288	0.002638	93.0	0.406667
واید	واید	vɑyd	1.534201	3.185882	4	4.0	1.0	0.0	0.0	0.951179	0.389768	0.018797	0.00498	0.0	0.0	0.0	8.188969	0.041574	0.10265	0.144224	0.11145	0.290831	4.5e-05	0.001099	0.03744	0.074463	0.111903	0.101134	0.294503	3.9e-05	1.6e-05	0.032321	0.004134	0.028187	25.0	47.0	0.996262	0.984562	0.001117	50.0	0.25
دانشمندها	دانشمندها	dɑnɛʃmandhɑ	1.646285	3.216505	9	11.0	4.0	0.0	0.0	0.346134	0.235081	0.001935	0.180272	0.714803	0.139841	0.922227	7.947534	0.050617	0.028894	0.079511	0.281878	0.196007	3.6e-05	2e-05	0.040786	0.020908	0.061693	0.278657	0.172279	3.1e-05	1.7e-05	0.017817	0.009831	0.007986							
ترشحات	ترشحات	taraʃʃɔhɑt	7.054347	3.848457	6	10.0	4.0	0.0	0.0	0.177596	0.295733	0.001021	0.264713	1.635813	0.6126	0.886953	8.070811	0.035509	0.062068	0.097577	0.178211	0.308994	7.5e-05	7.5e-05	0.038052	0.03766	0.075712	0.189863	0.315786	6.5e-05	6.5e-05	0.021865	-0.002544	0.024409	25.0	50.0	0.987805	0.940713	0.003012	73.0	0.19
خبریت	خبریت	xabariyat	0.374126	2.573017	5	9.0	4.0	0.0	0.0	0.168083	0.199975	0.001049	0.008349	1.228465	0.404517	0.848919	7.828026	0.045662	0.072196	0.117858	0.194215	0.308994	5e-06	5e-06	0.029604	0.061845	0.091449	0.182979	0.315786	4e-06	4e-06	0.026409	0.016059	0.010351							
فرسخ	فرسخ	farsax	1.930685	3.285712	4	6.0	2.0	0.0	0.0	0.000164	0.194785	0.0	0.404646	1.431181	0.50471	1.483098	7.961217	0.045093	0.005662	0.050755	0.126929	0.019889	2.3e-05	2.3e-05	0.036086	0.003296	0.039382	0.120228	0.017459	2e-05	2e-05	0.011373	0.009007	0.002366	17.0	17.0	0.956036	0.765019	0.008009	39.0	0.22
پیوندمون	پیوندمون	pevandɛmun	0.525055	2.720205	8	10.0	4.0	0.0	0.0	0.580285	0.178543	0.005644	0.002037	0.964672	0.233759	1.110471	7.223664	0.025754	0.062605	0.088359	0.144295	0.347165	7e-06	7e-06	0.017331	0.05123	0.068562	0.141666	0.355901	6e-06	6e-06	0.019797	0.008422	0.011375							
شدیدترین	شدیدترین	ʃadidtarin	5.011165	3.699939	8	10.0	4.0	0.0	0.0	0.210214	0.105752	0.00145	0.085715	0.797009	0.218581	1.378083	7.694836	0.034976	0.063343	0.098318	0.185199	0.347165	5.5e-05	5.5e-05	0.024026	0.052264	0.07629	0.174303	0.355901	4.7e-05	4.7e-05	0.022029	0.01095	0.011079	25.0	36.0	0.970275	0.803992	0.005549	35.0	0.433333
شنها	شنها	ʃɛnhɑ	1.850888	3.26738	4	5.0	2.0	0.0	0.0	0.511718	0.415294	0.002452	0.358523	0.97607	0.419318	0.867887	7.819975	0.050355	0.072712	0.123066	0.185199	0.196007	3.3e-05	4.1e-05	0.044205	0.051289	0.095493	0.174303	0.172279	2.9e-05	1.9e-05	0.027573	0.00615	0.021423	25.0	25.0	0.973758	0.818479	0.004425	24.0	0.25
فرابنفش	فرابنفش	farɑbanafʃ	6.859308	3.83628	7	10.0	4.0	0.0	0.0	0.152132	0.056834	0.000787	0.000218	0.785828	0.326023	1.179856	8.018155	0.027815	0.023552	0.051367	0.126929	0.160357	7.3e-05	7.3e-05	0.023197	0.016662	0.039858	0.120228	0.16343	6.3e-05	6.3e-05	0.011509	0.004619	0.00689	25.0	50.0	0.974796	0.896858	0.006886	65.0	0.596667
قشنگتری	قشنگتری	ɢaʃanɡtari	0.792983	2.899264	7	10.0	4.0	0.0	0.0	0.12161	0.150414	0.001021	0.268526	1.015815	0.120124	0.906459	7.828026	0.015949	0.071048	0.086997	0.100815	0.394856	8e-05	1e-05	0.019061	0.048446	0.067507	0.107559	0.361663	6.9e-05	9e-06	0.01949	-0.003112	0.022602							
گردنبند	گردنبند	ɡardanband	26.638053	4.425502	7	10.0	3.0	0.0	0.0	0.001254	0.062624	0.001764	0.001494	0.950313	0.321341	0.673144	7.961217	0.024462	0.054147	0.078609	0.115115	0.290831	0.000326	0.000252	0.015746	0.045254	0.060999	0.112067	0.294503	0.000282	0.000219	0.01761	0.008717	0.008893	25.0	50.0	0.975026	0.872062	0.005439	74.0	0.443333
قمه	قمه	ɢɔmɛ	5.479305	3.738725	3	4.0	2.0	0.0	0.0	0.329674	0.575642	0.001032	0.367207	0.991374	0.939701	0.635828	7.811412	0.034673	0.151469	0.186142	0.100815	0.407647	5.9e-05	0.000385	0.033186	0.111258	0.144444	0.107559	0.400045	5.1e-05	7.3e-05	0.041698	0.001487	0.040211	16.0	16.0	0.987286	0.932556	0.002963	39.0	0.233333
جلومو	جلومو	jɛlɔmɔ	11.450271	4.058816	5	6.0	3.0	0.0	0.0	0.763329	0.456381	0.001858	0.001825	1.132853	0.583437	1.580524	7.931555	0.030638	0.027017	0.057655	0.130041	0.119438	0.000211	0.000117	0.028087	0.016653	0.04474	0.130254	0.088853	0.000101	0.000101	0.012915	0.002551	0.010365	25.0	50.0	0.980525	0.895201	0.004256	55.0	0.333333
جبرئیل	جبرئیل	jɛbrɛʔil	2.36116	3.373125	6	8.0	3.0	0.0	0.0	0.142468	0.520868	0.0006	0.69017	0.967384	0.731296	1.765201	7.443473	0.022204	0.033259	0.055462	0.130041	0.17046	2.7e-05	2.7e-05	0.019459	0.02358	0.043039	0.130254	0.166683	2.4e-05	2.4e-05	0.012424	0.002745	0.009679	25.0	49.0	0.963605	0.76742	0.005593	46.0	0.276667
پزشکانی	پزشکانی	pɛzɛʃkɑni	0.972113	2.987717	7	9.0	4.0	0.0	0.0	0.273115	0.381982	0.00144	0.338253	1.1166	0.599444	1.251261	7.629847	0.022075	0.077288	0.099363	0.144295	0.394856	1.2e-05	1.2e-05	0.02078	0.056328	0.077108	0.141666	0.361663	1e-05	1e-05	0.022255	0.001295	0.02096	25.0	50.0	0.996412	0.984861	0.00105	94.0	0.276667
پسرهارو	پسرهارو	pɛsarhɑrɔ	0.285036	2.4549	7	9.0	4.0	0.0	0.0	0.563809	0.416638	0.00144	0.381585	1.02346	0.508883	1.252383	7.943252	0.025774	0.02328	0.049054	0.144295	0.119438	4e-06	4e-06	0.024206	0.013862	0.038068	0.141666	0.088853	3e-06	3e-06	0.010986	0.001569	0.009418							
پارامتر	پارامتر	pɑrɑmɛtr	8.686627	3.938851	7	8.0	3.0	0.0	0.0	0.304399	0.24832	0.001288	0.000706	0.839196	0.36294	1.208795	7.942973	0.027488	0.049889	0.077376	0.144295	0.283668	0.000189	9.1e-05	0.023462	0.036586	0.060047	0.141666	0.275621	0.000163	7.8e-05	0.017329	0.004026	0.013303	25.0	50.0	0.988949	0.951561	0.002993	95.0	0.176667
چخه	چخه	çɛxɛ	1.713529	3.233891	3	4.0	2.0	0.0	0.0	0.327691	0.580469	0.0	0.001869	1.164783	0.723261	0.745978	7.450982	0.027233	0.13718	0.164413	0.081605	0.407647	2e-05	2e-05	0.026728	0.100865	0.127592	0.075811	0.400045	1.8e-05	1.8e-05	0.036821	0.000505	0.036316							
دیار	دیار	diyɑr	12.272646	4.088938	4	5.0	2.0	0.0	0.0	0.47623	0.263175	0.001716	0.015356	0.698914	0.274508	0.906867	7.808712	0.084594	0.103912	0.188506	0.281878	0.283668	0.000124	0.000135	0.065815	0.080475	0.14629	0.278657	0.275621	0.000108	0.000108	0.042216	0.018779	0.023437	15.0	15.0	0.985859	0.920933	0.003015	41.0	0.09
تشیع	تشیع	taʃayyɔʔ	13.16965	4.119574	4	8.0	3.0	0.0	0.0	0.210731	0.636906	0.239068	0.123822	2.142903	1.123261	0.939409	8.031425	0.046695	0.015731	0.062426	0.178211	0.056106	0.000133	0.000133	0.041726	0.00672	0.048446	0.189863	0.051409	0.000115	0.000115	0.01398	0.00497	0.009011	25.0	50.0	0.983203	0.9235	0.004178	57.0	0.22
دیوتی	دیوتی	diyuti	0.562872	2.75041	5	6.0	3.0	0.0	0.0	0.716026	0.285335	0.001528	0.124173	1.090685	0.345499	1.104932	7.149168	0.069354	0.093929	0.163284	0.281878	0.394856	1e-05	7e-06	0.054721	0.071996	0.126717	0.278657	0.361663	6e-06	6e-06	0.036566	0.014633	0.021933	25.0	28.0	0.994588	0.972869	0.001374	26.0	0.34
رفتنشون	رفتنشون	raftanɛʃun	1.311568	3.117791	7	10.0	4.0	1.0	0.0	0.271534	0.231848	0.001021	0.08567	1.150893	0.460315	1.031266	7.51733	0.027458	0.073988	0.101446	0.141799	0.347165	1.6e-05	3.7e-05	0.023906	0.054822	0.078728	0.147505	0.355901	1.4e-05	1.4e-05	0.022718	0.003552	0.019166	25.0	50.0	0.992802	0.9671	0.001911	35.0	0.366667
منحرفه	منحرفه	mɔnharɛfɛ	2.11934	3.326201	6	9.0	4.0	0.0	0.0	0.16412	0.425111	0.000966	0.179791	1.244087	0.628967	0.947896	7.758755	0.070067	0.070909	0.140976	0.377749	0.407647	2.5e-05	2.5e-05	0.063444	0.045963	0.109407	0.3953	0.400045	2.6e-05	2.1e-05	0.03157	0.006623	0.024946							
پرتغاله	پرتغاله	pɔrtɛɢɑlɛ	0.271553	2.433854	7	9.0	4.0	0.0	0.998175	0.297517	0.466189	0.001212	0.269366	1.20297	0.863756	1.058435	7.815693	0.025665	0.06547	0.091135	0.144295	0.407647	4e-06	4e-06	0.021132	0.049596	0.070728	0.141666	0.400045	8e-06	8e-06	0.020408	0.004534	0.015874							
جستجویی	جستجویی	jɔstɔjuʔi	1.741467	3.240915	7	9.0	4.0	0.0	0.0	0.511429	0.554267	0.179065	0.603079	1.45791	1.1701	1.093451	7.590683	0.020225	0.064949	0.085174	0.130041	0.394856	2.1e-05	2.1e-05	0.019104	0.046998	0.066101	0.130254	0.361663	1.8e-05	1.8e-05	0.019073	0.001121	0.017952	11.0	11.0	0.968556	0.826046	0.00618	27.0	0.246667
ولگرده	ولگرده	vɛlɡardɛ	1.751262	3.243351	6	8.0	3.0	0.0	0.0	0.484025	0.329492	0.00758	0.003155	1.230898	0.501641	0.917401	7.62106	0.021207	0.099714	0.120921	0.11145	0.407647	7.1e-05	2.1e-05	0.015083	0.078762	0.093845	0.101134	0.400045	1.8e-05	1.8e-05	0.027076	0.006124	0.020952							
دورنت	دورنت	durant	0.813031	2.910107	5	6.0	2.0	0.0	0.0	0.380294	0.151948	0.001758	0.000526	1.131837	0.293606	0.995181	7.275905	0.074277	0.065845	0.140122	0.281878	0.308994	1e-05	1e-05	0.05535	0.053397	0.108747	0.278657	0.315786	9e-06	9e-06	0.031375	0.018927	0.012448							
ولتاژ	ولتاژ	vɔltɑʒ	26.146103	4.417407	5	6.0	2.0	0.0	0.0	0.595835	0.324682	0.010069	0.173393	1.18747	0.93712	1.319935	8.180405	0.025438	0.000815	0.026252	0.11145	0.002057	0.000259	0.000248	0.019749	0.000625	0.020374	0.101134	0.001789	0.000224	0.000215	0.005878	0.005689	0.000189	25.0	50.0	0.983995	0.921874	0.003773	86.0	0.293333
مجور	مجور	majur	0.705385	2.848426	4	6.5	2.5	1.0	0.0	0.475537	0.157281	0.004585	0.001843	1.876145	0.486968	1.110587	7.729217	0.099619	0.090242	0.189861	0.377749	0.283668	9e-06	9e-06	0.090058	0.057296	0.147353	0.3953	0.275621	8e-06	8e-06	0.042508	0.009561	0.032947	25.0	27.0	0.982281	0.914733	0.004589	52.0	0.413333
رودر	رودر	rɔdɛr	2.172612	3.336982	4	5.0	2.0	0.0	0.0	0.475283	0.377101	0.001758	0.000526	1.241309	0.690813	1.477692	7.811412	0.052429	0.078127	0.130556	0.141799	0.283668	0.000272	4.3e-05	0.034953	0.066375	0.101328	0.147505	0.275621	2.2e-05	3.7e-05	0.029228	0.017476	0.011752	1.0	1.0	0.995418	0.976847	0.001148	8.0	0.096667
فرمش	فرمش	fɔrmaʃ	0.334692	2.524646	4	6.0	2.0	0.0	0.0	0.000504	0.157025	0.001032	0.001058	1.337449	0.631172	1.499033	8.066529	0.045822	0.045825	0.091647	0.126929	0.160357	4e-06	1e-05	0.025461	0.045668	0.07113	0.120228	0.16343	4e-06	9e-06	0.020517	0.020361	0.000156	14.0	14.0	0.993468	0.967197	0.001624	10.0	0.206667
بزدلی	بزدلی	bɔzdɛli	5.437906	3.735432	5	7.0	3.0	0.0	0.0	0.171201	0.459051	0.002191	0.001471	1.351864	0.747412	1.255159	7.683759	0.076497	0.091374	0.16787	0.350873	0.394856	5.9e-05	5.9e-05	0.06871	0.061582	0.130291	0.37001	0.361663	5.1e-05	5.1e-05	0.037579	0.007787	0.029792	25.0	50.0	0.9924	0.961915	0.001909	137.0	0.353333
معتبری	معتبری	mɔʔtabari	4.510051	3.654181	6	9.0	4.0	0.0	0.0	0.140783	0.364548	0.001638	0.085981	1.308083	0.778702	1.285914	7.880682	0.068624	0.082196	0.15082	0.377749	0.394856	5e-05	5e-05	0.063253	0.053804	0.117058	0.3953	0.361663	4.3e-05	4.3e-05	0.033762	0.005371	0.028391	24.0	24.0	0.987457	0.931794	0.002972	31.0	0.15
مدنی	مدنی	madani	46.310734	4.665682	4	6.0	3.0	0.0	0.0	0.210595	0.05629	0.00126	0.001347	1.215223	0.364135	1.162789	7.783629	0.100445	0.126756	0.227201	0.377749	0.394856	0.000423	0.000452	0.091393	0.084951	0.176344	0.3953	0.361663	0.000366	0.000364	0.050857	0.009052	0.041805	15.0	15.0	0.991804	0.963094	0.002201	27.0	0.123333
شرور	شرور	ʃarur	17.698851	4.247945	4	5.0	2.0	0.0	0.0	0.475051	0.03987	0.001371	0.0	1.315331	0.160502	1.442673	7.275905	0.056043	0.088271	0.144314	0.185199	0.283668	0.00037	0.000174	0.049395	0.062616	0.112011	0.174303	0.275621	0.000321	0.000151	0.032303	0.006648	0.025656	25.0	50.0	0.992395	0.959552	0.001773	37.0	0.226667
مترجمی	مترجمی	mɔtarjɛmi	1.770539	3.248105	6	9.0	4.0	0.0	0.0	0.140618	0.286453	0.001367	0.08651	1.172186	0.652678	1.44187	7.753124	0.072323	0.072243	0.144566	0.377749	0.394856	0.000268	2.1e-05	0.067569	0.044638	0.112207	0.3953	0.361663	0.000423	1.8e-05	0.032359	0.004754	0.027605	9.0	9.0	0.997059	0.987316	0.00085	27.0	0.143333
پرنتیس	پرنتیس	pɛrɛntis	0.922937	2.965172	6	8.0	3.0	0.0	0.0	0.139997	0.450535	0.001046	0.113935	0.964961	0.457201	1.58103	7.443473	0.029475	0.018215	0.04769	0.144295	0.084592	1.1e-05	1.1e-05	0.022746	0.01427	0.037016	0.141666	0.091874	1e-05	1e-05	0.010674	0.006729	0.003945							
زندگیمو	زندگیمو	zɛndɛɡimɔ	29.67815	4.472437	7	9.0	4.0	0.0	0.0	0.392722	0.455886	0.002114	0.339685	0.821895	0.213396	0.987378	7.625565	0.029833	0.019246	0.049079	0.102901	0.119438	0.00064	0.000278	0.026844	0.01125	0.038094	0.106584	0.088853	0.000241	0.000241	0.010985	0.002989	0.007996	25.0	50.0	0.978441	0.895939	0.005074	56.0	0.313333
فیوز	فیوز	fiyuz	7.234132	3.859386	4	5.0	2.0	0.0	0.0	0.685009	0.471483	0.0	0.014829	0.956208	0.394426	0.91579	7.009524	0.035459	0.031576	0.067035	0.126929	0.08821	0.000102	0.000117	0.02765	0.024381	0.052031	0.120228	0.088239	8.8e-05	6.6e-05	0.015003	0.007808	0.007195	25.0	50.0	0.994194	0.97238	0.001515	92.0	0.306667
چششون	چششون	çɛʃɛʃun	0.412882	2.615826	5	7.0	3.0	0.0	0.0	0.38013	0.343717	0.000629	0.0	1.04734	0.112059	0.999708	7.164186	0.018085	0.101497	0.119582	0.081605	0.347165	5e-06	5e-06	0.01592	0.076901	0.092821	0.075811	0.355901	5e-06	5e-06	0.026761	0.002165	0.024596							
گرفتید	گرفتید	ɡɛrɛftid	40.232775	4.60458	6	8.0	3.0	0.0	0.0	0.14118	0.340323	0.001789	0.115079	1.02569	0.237698	1.351946	7.443473	0.034662	0.064853	0.099516	0.115115	0.290831	0.000371	0.000399	0.030113	0.047134	0.077247	0.112067	0.294503	0.000322	0.000346	0.022269	0.004549	0.017719	25.0	50.0	0.987623	0.937485	0.002918	78.0	0.473333
دوربینشو	دوربینشو	durbinɛʃɔ	1.712153	3.233543	8	9.0	4.0	0.0	0.0	0.580099	0.220062	0.001002	0.000481	0.912421	0.060784	1.297888	7.410468	0.047172	0.016941	0.064113	0.281878	0.119438	2e-05	2e-05	0.037438	0.012329	0.049767	0.278657	0.088853	1.7e-05	1.7e-05	0.014347	0.009735	0.004612							
پیچوندمت	پیچوندمت	piçundamɛt	0.261153	2.416894	8	10.0	4.0	0.0	0.0	0.342858	0.227355	0.000945	0.000792	0.760386	0.220025	1.165698	7.357812	0.025703	0.042709	0.068413	0.144295	0.308994	4e-06	4e-06	0.017941	0.035165	0.053106	0.141666	0.315786	3e-06	3e-06	0.015306	0.007762	0.007544							
شاهدمون	شاهدمون	ʃɑhɛdɛmun	1.0993	3.041116	7	9.0	4.0	0.0	0.0	0.564223	0.350778	0.002171	0.180054	0.826145	0.478283	1.243131	7.420381	0.032465	0.071538	0.104003	0.185199	0.347165	1.3e-05	1.3e-05	0.023812	0.056922	0.080734	0.174303	0.355901	1.2e-05	1.2e-05	0.023269	0.008653	0.014616							
نیفته	نیفته	nayɔftɛ	9.865288	3.99411	5	7.0	3.0	0.0	0.997921	0.364438	0.488539	0.238753	0.124112	1.066496	0.966988	0.257278	7.861347	0.062431	0.10551	0.167941	0.244687	0.407647	0.000102	0.000102	0.054035	0.076334	0.130368	0.237072	0.400045	0.000119	0.000119	0.037573	0.008396	0.029177	25.0	50.0	0.976158	0.902443	0.006421	72.0	0.623333
