word_norm	PerMillion	Zipf
مشارکتهایی	0.036	1.557
مصداقا	0.036	1.557
معاقب	0.036	1.557
معامالت	0.036	1.557
معرفتا	0.036	1.557
ملاریا	0.036	1.557
ملیبه	0.036	1.557
منشان	0.036	1.557
منصرفم	0.036	1.557
موقیعیت	0.036	1.557
موور	0.036	1.557
میانسنگی	0.036	1.557
میدلسکس	0.036	1.557
میشینین	0.036	1.557
مینوازید	0.036	1.557
نارندا	0.036	1.557
نارینخبر	0.036	1.557
ناهوشیاری	0.036	1.557
ناوال	0.036	1.557
نایان	0.036	1.557
نایژک	0.036	1.557
نحات	0.036	1.557
نداشتنها	0.036	1.557
نصیحتهایی	0.036	1.557
نمیپذیرفتم	0.036	1.557
نوعها	0.036	1.557
نیرنگستان	0.036	1.557
نیمدونم	0.036	1.557
نیکشهری	0.036	1.557
هاستت	0.036	1.557
هدانیک	0.036	1.557
همالان	0.036	1.557
همسفرتان	0.036	1.557
همچمنین	0.036	1.557
هنربه	0.036	1.557
هیلل	0.036	1.557
هیوبرت	0.036	1.557
وثواب	0.036	1.557
وزشت	0.036	1.557
وفضایی	0.036	1.557
پایانخدمت	0.036	1.557
پرنسسهای	0.036	1.557
پروموتور	0.036	1.557
پرونیال	0.036	1.557
پمفیگویید	0.036	1.557
پورههای	0.036	1.557
پیشاسرمایهداری	0.036	1.557
پیشرفتهاش	0.036	1.557
چالا	0.036	1.557
چالانچولان	0.036	1.557
چشمهاشو	0.036	1.557
کارهنری	0.036	1.557
کالادر	0.036	1.557
کاناداییهای	0.036	1.557
کرنت	0.036	1.557
کروماته	0.036	1.557
کلاسیکه	0.036	1.557
کلمبیاآمریکا	0.036	1.557
کماسه	0.036	1.557
کمردردتان	0.036	1.557
کنوی	0.036	1.557
کیبه	0.036	1.557
کیبوتص	0.036	1.557
کیروف	0.036	1.557
گاتلینگ	0.036	1.557
گاردینر	0.036	1.557
گازال	0.036	1.557
گزارشو	0.036	1.557
گفتموضوع	0.036	1.557
گلدسمیت	0.036	1.557
گلدونش	0.036	1.557
یادداشتنویس	0.036	1.557
یوصل	0.036	1.557
آریکا	0.036	1.556
آلیان	0.036	1.556
آمریکاآشغال	0.036	1.556
آموزشیفرهنگی	0.036	1.556
آنالیزهایی	0.036	1.556
آنولوس	0.036	1.556
آییننامهاش	0.036	1.556
ادمکش	0.036	1.556
ارذل	0.036	1.556
ازخواص	0.036	1.556
ازفردا	0.036	1.556
استثمارشوندگان	0.036	1.556
اسداباد	0.036	1.556
اشرفیزاده	0.036	1.556
اصغرخان	0.036	1.556
اعتبارزدایی	0.036	1.556
البحری	0.036	1.556
الواسطه	0.036	1.556
امتره	0.036	1.556
امشبه	0.036	1.556
انقلاباتی	0.036	1.556
انقلابیمان	0.036	1.556
انگیری	0.036	1.556
اودینگا	0.036	1.556
اکیناوا	0.036	1.556
ایسنابه	0.036	1.556
ایندرال	0.036	1.556
اینگل	0.036	1.556
بارهایشان	0.036	1.556
باریون	0.036	1.556
باشدمن	0.036	1.556
باعش	0.036	1.556
بالتان	0.036	1.556
ببینتت	0.036	1.556
بتابانند	0.036	1.556
بدگو	0.036	1.556
برساختار	0.036	1.556
بفهمونن	0.036	1.556
بهقولی	0.036	1.556
بیزینسمن	0.036	1.556
تاختم	0.036	1.556
تاخیرانداختن	0.036	1.556
تارات	0.036	1.556
تاپیکت	0.036	1.556
ترزای	0.036	1.556
ترکیباتشان	0.036	1.556
تمانی	0.036	1.556
تیاترو	0.036	1.556
جافتادهای	0.036	1.556
جانبیای	0.036	1.556
جدوله	0.036	1.556
جذا	0.036	1.556
جهانخواه	0.036	1.556
جوانانتان	0.036	1.556
جوانهایمان	0.036	1.556
خاشرود	0.036	1.556
خالدا	0.036	1.556
ختا	0.036	1.556
خشکت	0.036	1.556
خواجهای	0.036	1.556
خودسریهای	0.036	1.556
خورانیدن	0.036	1.556
خوندشون	0.036	1.556
داشیتم	0.036	1.556
داناود	0.036	1.556
دانشآموزانشان	0.036	1.556
درازم	0.036	1.556
درخلق	0.036	1.556
دلتم	0.036	1.556
دلتنگشم	0.036	1.556
دلخواهانه	0.036	1.556
دلپسندی	0.036	1.556
دیپکول	0.036	1.556
رسوندین	0.036	1.556
روزین	0.036	1.556
روسیاهان	0.036	1.556
سابوتاژ	0.036	1.556
سانفراسیسکو	0.036	1.556
سرحان	0.036	1.556
سلطنتآباد	0.036	1.556
سوادرسانه	0.036	1.556
سیاحانی	0.036	1.556
سیافآر	0.036	1.556
سیوکی	0.036	1.556
شاعرانهاش	0.036	1.556
شوتز	0.036	1.556
شولای	0.036	1.556
شیرمردانی	0.036	1.556
شیهد	0.036	1.556
صورتجلسهی	0.036	1.556
صورتو	0.036	1.556
طوبایی	0.036	1.556
طورخاص	0.036	1.556
عاشقانهداستان	0.036	1.556
عایت	0.036	1.556
عینیترین	0.036	1.556
غذادادن	0.036	1.556
غرویانتعجب	0.036	1.556
غوطهورند	0.036	1.556
فانتاستیک	0.036	1.556
فتوژورنالیست	0.036	1.556
فدکی	0.036	1.556
فراخوانید	0.036	1.556
فرنودی	0.036	1.556
فرهادمجیدی	0.036	1.556
فرولی	0.036	1.556
فیمن	0.036	1.556
قاطرچی	0.036	1.556
قضاوتمان	0.036	1.556
لارنگوسکوپ	0.036	1.556
لاریب	0.036	1.556
مارسلا	0.036	1.556
مالکانش	0.036	1.556
ماینوکسیدل	0.036	1.556
مرابطون	0.036	1.556
مسجدالرضا	0.036	1.556
معصومهعلیها	0.036	1.556
منافظ	0.036	1.556
منظورکاهش	0.036	1.556
میلیوات	0.036	1.556
میکروتراشه	0.036	1.556
میکوه	0.036	1.556
نابسندگی	0.036	1.556
ناسپاسان	0.036	1.556
نانای	0.036	1.556
نزاویسیمایا	0.036	1.556
نفوذتر	0.036	1.556
نمایندهشان	0.036	1.556
ننزله	0.036	1.556
نولیتو	0.036	1.556
نچشیدم	0.036	1.556
نیداوود	0.036	1.556
نیروزایی	0.036	1.556
نیزهمین	0.036	1.556
نیوزوزیر	0.036	1.556
هاتوا	0.036	1.556
هراسانم	0.036	1.556
هرعمل	0.036	1.556
هزارصدای	0.036	1.556
همنوعانمان	0.036	1.556
هوشه	0.036	1.556
هویدای	0.036	1.556
واشنگتنی	0.036	1.556
وتویی	0.036	1.556
وخراسان	0.036	1.556
ورزشیورزش	0.036	1.556
وگرافیک	0.036	1.556
وگفتی	0.036	1.556
ویسکرمی	0.036	1.556
پاستوریزاتور	0.036	1.556
پرفالوورترین	0.036	1.556
پولیسیچ	0.036	1.556
چاهکوتاه	0.036	1.556
چاپاری	0.036	1.556
چراخ	0.036	1.556
چرتش	0.036	1.556
چکلیستهای	0.036	1.556
کاشون	0.036	1.556
کاپیلاری	0.036	1.556
کتابیار	0.036	1.556
کدفعالسازی	0.036	1.556
کلاهبردارن	0.036	1.556
کمپوس	0.036	1.556
گذشتمون	0.036	1.556
گفتوگوبا	0.036	1.556
گندمزارها	0.036	1.556
گوردخمهها	0.036	1.556
گوردر	0.036	1.556
گوهایش	0.036	1.556
یافتگانی	0.036	1.556
یعلمه	0.036	1.556
یکدور	0.036	1.556
یکک	0.036	1.556
یگانویژه	0.036	1.556
آبادانیه	0.036	1.555
آبفروش	0.036	1.555
آترون	0.036	1.555
آداپتر	0.036	1.555
آذرنیوند	0.036	1.555
آفتزدگی	0.036	1.555
آنسه	0.036	1.555
احفظ	0.036	1.555
ارزوت	0.036	1.555
استرابطه	0.036	1.555
استس	0.036	1.555
اشالله	0.036	1.555
اصیبعه	0.036	1.555
الجواب	0.036	1.555
الرزاز	0.036	1.555
الزهرانی	0.036	1.555
الغریب	0.036	1.555
المامیه	0.036	1.555
انودیا	0.036	1.555
اوتاکو	0.036	1.555
اولازهمه	0.036	1.555
اومامی	0.036	1.555
اپپیدمیولوژی	0.036	1.555
اکور	0.036	1.555
بابارو	0.036	1.555
بافضیلتترین	0.036	1.555
باهاشو	0.036	1.555
باورکردنش	0.036	1.555
بجهاله	0.036	1.555
بخریش	0.036	1.555
بذکرالله	0.036	1.555
برنامهدانلود	0.036	1.555
برچسبهاقیمت	0.036	1.555
بصلاح	0.036	1.555
بعقب	0.036	1.555
بهداشتسلامت	0.036	1.555
بوبا	0.036	1.555
بوطن	0.036	1.555
بیثباتتر	0.036	1.555
بیشترشود	0.036	1.555
بیکاه	0.036	1.555
بییال	0.036	1.555
تهرانشهر	0.036	1.555
توییر	0.036	1.555
تکچرخ	0.036	1.555
جاهاشو	0.036	1.555
جاکوبسون	0.036	1.555
جتما	0.036	1.555
جزن	0.036	1.555
جزنگر	0.036	1.555
جزوهدانلود	0.036	1.555
جلیقهی	0.036	1.555
حبب	0.036	1.555
حصرخانگی	0.036	1.555
حقارتها	0.036	1.555
حلقهوصل	0.036	1.555
حوایی	0.036	1.555
حکومتند	0.036	1.555
خاصیم	0.036	1.555
خالوزاده	0.036	1.555
خستگیه	0.036	1.555
خندهباز	0.036	1.555
خودرها	0.036	1.555
دادولی	0.036	1.555
داستانگوی	0.036	1.555
دانشگاهدانشکده	0.036	1.555
دایوینگ	0.036	1.555
درجمعیت	0.036	1.555
درسوگ	0.036	1.555
درنیاورند	0.036	1.555
درکام	0.036	1.555
دزدیدیم	0.036	1.555
دسایی	0.036	1.555
دستکاشت	0.036	1.555
دهدش	0.036	1.555
دگرسازی	0.036	1.555
دیفرانسل	0.036	1.555
دینستیز	0.036	1.555
دینیمذهبی	0.036	1.555
دیکلمه	0.036	1.555
راضیشان	0.036	1.555
رسوایم	0.036	1.555
رمنده	0.036	1.555
رنگریز	0.036	1.555
روابطتون	0.036	1.555
روانتخاب	0.036	1.555
روبرویشان	0.036	1.555
روسن	0.036	1.555
زندگیاز	0.036	1.555
زوزهی	0.036	1.555
زیادشده	0.036	1.555
زیباییفصل	0.036	1.555
ساختوسازهاست	0.036	1.555
سازمانیخوش	0.036	1.555
ساعتشان	0.036	1.555
سختیگیر	0.036	1.555
سرمیدادند	0.036	1.555
سمنتی	0.036	1.555
سوکودولسکی	0.036	1.555
سیریناپذیری	0.036	1.555
سینماییتمامی	0.036	1.555
شادمانگی	0.036	1.555
شاغلینی	0.036	1.555
شاهرضایی	0.036	1.555
شدندفیلم	0.036	1.555
شدهآموزش	0.036	1.555
ششهفت	0.036	1.555
شعا	0.036	1.555
شعرشناسی	0.036	1.555
شنودن	0.036	1.555
شودشکل	0.036	1.555
شکلیست	0.036	1.555
صایینی	0.036	1.555
صباوت	0.036	1.555
صدباره	0.036	1.555
صورتمساله	0.036	1.555
طنازان	0.036	1.555
عبادالرحمان	0.036	1.555
عراب	0.036	1.555
عورتش	0.036	1.555
عوره	0.036	1.555
عکسچهره	0.036	1.555
فایرفا	0.036	1.555
فرداآخرین	0.036	1.555
فرورفتهاند	0.036	1.555
فیلمواکنش	0.036	1.555
فیودالیزم	0.036	1.555
قایدیها	0.036	1.555
لاوبالی	0.036	1.555
لوکاسفیلم	0.036	1.555
لکنهو	0.036	1.555
لیلهالمبیت	0.036	1.555
لیگال	0.036	1.555
مادرمن	0.036	1.555
مالابار	0.036	1.555
مالکیان	0.036	1.555
ماچی	0.036	1.555
متخصصش	0.036	1.555
مجبتی	0.036	1.555
محرومشان	0.036	1.555
محرومیتشان	0.036	1.555
محلهاش	0.036	1.555
محمدجوادظریف	0.036	1.555
مدیرکانون	0.036	1.555
مستورا	0.036	1.555
مشکلاتشو	0.036	1.555
معرفتک	0.036	1.555
معمری	0.036	1.555
مقطعات	0.036	1.555
مهروا	0.036	1.555
مواعظی	0.036	1.555
موضعتان	0.036	1.555
میانپرده	0.036	1.555
میراثخوار	0.036	1.555
میشمردیم	0.036	1.555
مینرالها	0.036	1.555
میچسباندند	0.036	1.555
نانجیانی	0.036	1.555
نبشتن	0.036	1.555
نخاعش	0.036	1.555
نشدمتجدید	0.036	1.555
نطع	0.036	1.555
نفربوده	0.036	1.555
نفرهاش	0.036	1.555
نمکنه	0.036	1.555
نمیریخت	0.036	1.555
ننهادن	0.036	1.555
نهیی	0.036	1.555
نکی	0.036	1.555
نیکاندیشان	0.036	1.555
هارگریوز	0.036	1.555
هاسایت	0.036	1.555
هستندیعنی	0.036	1.555
همچان	0.036	1.555
همکیشانش	0.036	1.555
هواشون	0.036	1.555
هورم	0.036	1.555
وادراک	0.036	1.555
وارها	0.036	1.555
والونی	0.036	1.555
واویشکا	0.036	1.555
وبز	0.036	1.555
وجسارت	0.036	1.555
وجیها	0.036	1.555
وسترگارد	0.036	1.555
وعرصه	0.036	1.555
وفرایند	0.036	1.555
ومیگفت	0.036	1.555
ویدوز	0.036	1.555
پرنسسها	0.036	1.555
پروپیونی	0.036	1.555
پلاروید	0.036	1.555
پیرنا	0.036	1.555
پیشپرده	0.036	1.555
چافی	0.036	1.555
چثه	0.036	1.555
کارآییهای	0.036	1.555
کاظمعلیهالسلام	0.036	1.555
کتابهارو	0.036	1.555
کرانبری	0.036	1.555
کرتز	0.036	1.555
کلهات	0.036	1.555
کنتینانتال	0.036	1.555
کنندقرار	0.036	1.555
کوچیکمون	0.036	1.555
گفتبانک	0.036	1.555
گفتبی	0.036	1.555
گلدتگهای	0.036	1.555
یاردیم	0.036	1.555
یدات	0.036	1.555
آبپنیر	0.036	1.554
آجندا	0.036	1.554
آخرینمهلت	0.036	1.554
آراسپ	0.036	1.554
آرتنوس	0.036	1.554
آزادیمان	0.036	1.554
آناتولیا	0.036	1.554
آنوشکا	0.036	1.554
ابجیم	0.036	1.554
ابصر	0.036	1.554
احساسیم	0.036	1.554
اخاذیهای	0.036	1.554
ارگانیزمها	0.036	1.554
استیمول	0.036	1.554
استیکس	0.036	1.554
اشامیدن	0.036	1.554
اضطر	0.036	1.554
اعتراضتان	0.036	1.554
افزارشبکه	0.036	1.554
افسوسها	0.036	1.554
افین	0.036	1.554
الاطفال	0.036	1.554
الضلوعیه	0.036	1.554
الغزالی	0.036	1.554
القارعه	0.036	1.554
النظیر	0.036	1.554
انتخابشدهاند	0.036	1.554
انتظامبخشی	0.036	1.554
اننی	0.036	1.554
اپیزودهایی	0.036	1.554
اکاردیونی	0.036	1.554
اکساندرولون	0.036	1.554
اکسکیوتیو	0.036	1.554
اکوآدور	0.036	1.554
ایسایو	0.036	1.554
ایمری	0.036	1.554
اینجوریش	0.036	1.554
ایندت	0.036	1.554
ایونیا	0.036	1.554
باتجربهی	0.036	1.554
بالارتبه	0.036	1.554
بداههگویی	0.036	1.554
بربخوریم	0.036	1.554
برنتابیده	0.036	1.554
بماندو	0.036	1.554
بوروجی	0.036	1.554
بورژازی	0.036	1.554
بیزوال	0.036	1.554
بیناییشان	0.036	1.554
بیوپلیمرها	0.036	1.554
تاثیراتمون	0.036	1.554
تبلبغات	0.036	1.554
تتها	0.036	1.554
تعدیلگری	0.036	1.554
تعریفمان	0.036	1.554
تمایزشان	0.036	1.554
تموتوا	0.036	1.554
توتا	0.036	1.554
توط	0.036	1.554
تولر	0.036	1.554
تونیکهای	0.036	1.554
جنسم	0.036	1.554
جهاناز	0.036	1.554
جوونهایی	0.036	1.554
جیزل	0.036	1.554
حبهای	0.036	1.554
حمعیت	0.036	1.554
حملنقل	0.036	1.554
خانوادهایی	0.036	1.554
خندمون	0.036	1.554
خویشاوندانت	0.036	1.554
دادگستریپرسش	0.036	1.554
داغر	0.036	1.554
دانشمندانمان	0.036	1.554
دایمیه	0.036	1.554
درآگهی	0.036	1.554
درجهاش	0.036	1.554
دفران	0.036	1.554
دلخوشیه	0.036	1.554
دلیمی	0.036	1.554
دکتردکتر	0.036	1.554
ذست	0.036	1.554
رابعی	0.036	1.554
رابهتر	0.036	1.554
راکل	0.036	1.554
رجلی	0.036	1.554
رمزارزهای	0.036	1.554
زنجیرند	0.036	1.554
سارویان	0.036	1.554
ستیزد	0.036	1.554
سرویسبرگزیده	0.036	1.554
سرپوشیدهای	0.036	1.554
سقاره	0.036	1.554
سلامات	0.036	1.554
سلامتیات	0.036	1.554
سهباره	0.036	1.554
سپاسنامه	0.036	1.554
سیستمهایشان	0.036	1.554
سینگو	0.036	1.554
شابیر	0.036	1.554
شخصیتهایشان	0.036	1.554
شدبر	0.036	1.554
شدخیلی	0.036	1.554
شرعه	0.036	1.554
شستنش	0.036	1.554
شعبدهبازان	0.036	1.554
شلمی	0.036	1.554
صدردصد	0.036	1.554
ضدعرقها	0.036	1.554
طبیعیملی	0.036	1.554
طرفدارانمان	0.036	1.554
ظاهرگرای	0.036	1.554
عتماد	0.036	1.554
عذرتراشی	0.036	1.554
عزیزالهی	0.036	1.554
عصبانیش	0.036	1.554
عمروف	0.036	1.554
غذاخور	0.036	1.554
فاله	0.036	1.554
فدارکاری	0.036	1.554
فرسودهتر	0.036	1.554
فرشیدمکی	0.036	1.554
فلاحتزاده	0.036	1.554
فیلمماجرای	0.036	1.554
قانبیلی	0.036	1.554
قدافی	0.036	1.554
قطاره	0.036	1.554
لالان	0.036	1.554
لاوسن	0.036	1.554
لاینرها	0.036	1.554
لرزهشناسی	0.036	1.554
ماهبودجه	0.036	1.554
مجلای	0.036	1.554
مختال	0.036	1.554
مخلوف	0.036	1.554
مدفونین	0.036	1.554
مسیرگذار	0.036	1.554
مشارکتجو	0.036	1.554
مصلاها	0.036	1.554
معیارشان	0.036	1.554
مموریز	0.036	1.554
موزارلای	0.036	1.554
موقتم	0.036	1.554
میرجعفریان	0.036	1.554
میزعروسی	0.036	1.554
ناعادل	0.036	1.554
ناگویای	0.036	1.554
نحسش	0.036	1.554
نحواهد	0.036	1.554
نقابش	0.036	1.554
هاهتل	0.036	1.554
هایفای	0.036	1.554
هراسناکی	0.036	1.554
هزی	0.036	1.554
هستندپای	0.036	1.554
همینقد	0.036	1.554
هندریکسن	0.036	1.554
هومانیسم	0.036	1.554
هوگارت	0.036	1.554
وارثانی	0.036	1.554
وایستادیم	0.036	1.554
وبلاگخرید	0.036	1.554
وجستجو	0.036	1.554
وجودیمان	0.036	1.554
وردنگار	0.036	1.554
ورست	0.036	1.554
ورفاهی	0.036	1.554
وزیره	0.036	1.554
وزیکولهای	0.036	1.554
وظاهری	0.036	1.554
وظیه	0.036	1.554
وعلف	0.036	1.554
ومقادیر	0.036	1.554
وپنیر	0.036	1.554
ویدیوهاش	0.036	1.554
وینگرهای	0.036	1.554
پافین	0.036	1.554
پرادوی	0.036	1.554
پراکندهگویی	0.036	1.554
پولادمردان	0.036	1.554
پوه	0.036	1.554
پوول	0.036	1.554
پژهشگران	0.036	1.554
پیشایندها	0.036	1.554
چتونه	0.036	1.554
چملی	0.036	1.554
چهارمزیربنا	0.036	1.554
کاتهای	0.036	1.554
کتلتها	0.036	1.554
کفشتون	0.036	1.554
کلاهکج	0.036	1.554
کمکدار	0.036	1.554
کنتا	0.036	1.554
کوانتیده	0.036	1.554
کیاکلایه	0.036	1.554
کیلوبیتی	0.036	1.554
گرجیزاده	0.036	1.554
گفتآنها	0.036	1.554
گلاله	0.036	1.554
یاسون	0.036	1.554
یروی	0.036	1.554
یکدقیقه	0.036	1.554
آجای	0.036	1.553
آغازنمود	0.036	1.553
آقاسیدعلی	0.036	1.553
آلدر	0.036	1.553
آمینوفیلین	0.036	1.553
آنتا	0.036	1.553
آگاهیمان	0.036	1.553
ابشالوم	0.036	1.553
ابط	0.036	1.553
ابومسلمی	0.036	1.553
اتکاپذیری	0.036	1.553
اخبارسیاسی	0.036	1.553
ارجلهم	0.036	1.553
ازادش	0.036	1.553
ازخودت	0.036	1.553
ازدیرباز	0.036	1.553
استدلالتان	0.036	1.553
استرایپ	0.036	1.553
اسفهلان	0.036	1.553
اسنشن	0.036	1.553
اسنفد	0.036	1.553
اسپرادو	0.036	1.553
اسکالونی	0.036	1.553
افشانند	0.036	1.553
الروایه	0.036	1.553
الشیعهج	0.036	1.553
الفتنسب	0.036	1.553
المملی	0.036	1.553
الیگوساکاریدها	0.036	1.553
امواتشان	0.036	1.553
امپرادور	0.036	1.553
انتشاراین	0.036	1.553
اوریجینز	0.036	1.553
ایاگنا	0.036	1.553
ایدیالیستی	0.036	1.553
ایزدبانوان	0.036	1.553
ایزینیا	0.036	1.553
ایسناین	0.036	1.553
ایمونولوژیکی	0.036	1.553
باکهای	0.036	1.553
بخشکانید	0.036	1.553
بریحه	0.036	1.553
بسیجیام	0.036	1.553
بعلم	0.036	1.553
بنجول	0.036	1.553
بندبازان	0.036	1.553
بندربوشهر	0.036	1.553
بوسنیاییها	0.036	1.553
تصمیمهایش	0.036	1.553
تعلمیات	0.036	1.553
تفات	0.036	1.553
تلیالی	0.036	1.553
تندخوی	0.036	1.553
توانندعکس	0.036	1.553
توطیهگری	0.036	1.553
جاسمیان	0.036	1.553
جاهلانی	0.036	1.553
جهند	0.036	1.553
جوجیتسوی	0.036	1.553
جوییش	0.036	1.553
جیگرکی	0.036	1.553
حبسشان	0.036	1.553
حفارس	0.036	1.553
حوصلهمان	0.036	1.553
حکومتمان	0.036	1.553
خاکدهی	0.036	1.553
خراشنده	0.036	1.553
خصوصیمان	0.036	1.553
خوخی	0.036	1.553
خورهی	0.036	1.553
خوشنشین	0.036	1.553
درمای	0.036	1.553
دلدادهی	0.036	1.553
دمتم	0.036	1.553
دومنیکا	0.036	1.553
دیوارهایتان	0.036	1.553
دیگرکشورهای	0.036	1.553
رابطت	0.036	1.553
راضیست	0.036	1.553
راکشف	0.036	1.553
رایانیک	0.036	1.553
رغب	0.036	1.553
رمانا	0.036	1.553
روانشاسان	0.036	1.553
رگل	0.036	1.553
زرگ	0.036	1.553
زناش	0.036	1.553
زیریک	0.036	1.553
ساوج	0.036	1.553
سایرن	0.036	1.553
سبدگل	0.036	1.553
سراسقف	0.036	1.553
سلال	0.036	1.553
سوسیالستی	0.036	1.553
سوپرفست	0.036	1.553
سویوز	0.036	1.553
سکین	0.036	1.553
سیداحمدرضا	0.036	1.553
شادروانان	0.036	1.553
شاف	0.036	1.553
شبهقارهی	0.036	1.553
شرمزده	0.036	1.553
شفه	0.036	1.553
شمالینرسیده	0.036	1.553
شناساییش	0.036	1.553
صدستون	0.036	1.553
علفه	0.036	1.553
غلظتها	0.036	1.553
فخرج	0.036	1.553
فرانسپرس	0.036	1.553
فرقهتبهکار	0.036	1.553
فرندشیپ	0.036	1.553
فرهانیان	0.036	1.553
فرهنگیم	0.036	1.553
فشنشو	0.036	1.553
فولیکا	0.036	1.553
فوماریک	0.036	1.553
فیکانو	0.036	1.553
قدیمیآهنگ	0.036	1.553
قرغه	0.036	1.553
قلاف	0.036	1.553
قولمان	0.036	1.553
لاسکر	0.036	1.553
لایتون	0.036	1.553
لغوشده	0.036	1.553
لیقه	0.036	1.553
لیموچی	0.036	1.553
مارکام	0.036	1.553
مازندارنی	0.036	1.553
ماستطعتم	0.036	1.553
مجهولاتی	0.036	1.553
محوران	0.036	1.553
مخاطبات	0.036	1.553
مغذیای	0.036	1.553
مقاومترند	0.036	1.553
مندسازی	0.036	1.553
موتورتان	0.036	1.553
موزا	0.036	1.553
موزیکه	0.036	1.553
مونتاگو	0.036	1.553
مونریال	0.036	1.553
مکتبهایی	0.036	1.553
میانبند	0.036	1.553
میلوس	0.036	1.553
میلکشیک	0.036	1.553
نانوشتهی	0.036	1.553
نذرهایی	0.036	1.553
نظامشناسی	0.036	1.553
نظرهاست	0.036	1.553
نقالهها	0.036	1.553
نمیآوردیم	0.036	1.553
ننزل	0.036	1.553
نیوزسرهنگ	0.036	1.553
هاسی	0.036	1.553
هاچی	0.036	1.553
هموطنامون	0.036	1.553
هوارانگ	0.036	1.553
هپاتوسلولار	0.036	1.553
هیرویوکی	0.036	1.553
وآتوا	0.036	1.553
وجودنداشت	0.036	1.553
ودرین	0.036	1.553
ودینگ	0.036	1.553
ولیدر	0.036	1.553
ومبتنی	0.036	1.553
ومطلب	0.036	1.553
وولو	0.036	1.553
وییو	0.036	1.553
پتوزبه	0.036	1.553
پوشاکهای	0.036	1.553
پیشانیات	0.036	1.553
چادره	0.036	1.553
چنر	0.036	1.553
چکباکس	0.036	1.553
کارایه	0.036	1.553
کارشناسیمو	0.036	1.553
کذبه	0.036	1.553
کیسهداران	0.036	1.553
گرهدار	0.036	1.553
گزفته	0.036	1.553
گشتوگذاری	0.036	1.553
گلسفیدی	0.036	1.553
گللبخند	0.036	1.553
یاسای	0.036	1.553
یحیاییان	0.036	1.553
یکدیگرید	0.036	1.553
آزوریت	0.036	1.552
آنسی	0.036	1.552
آوردگان	0.036	1.552
ابنیهای	0.036	1.552
اتوآنالایزر	0.036	1.552
اتوماتا	0.036	1.552
اجتاعی	0.036	1.552
احببت	0.036	1.552
ادنان	0.036	1.552
ارشدمطالعه	0.036	1.552
ازتوباکتر	0.036	1.552
ازطبیعت	0.036	1.552
استاپر	0.036	1.552
استرحت	0.036	1.552
اشکهاش	0.036	1.552
اطلاعاتمنبع	0.036	1.552
افراددر	0.036	1.552
افزودخوشبختانه	0.036	1.552
الحانی	0.036	1.552
الحمداله	0.036	1.552
السیده	0.036	1.552
الصوت	0.036	1.552
العبدالله	0.036	1.552
الغایب	0.036	1.552
الوود	0.036	1.552
انفرادیهای	0.036	1.552
اوهانیان	0.036	1.552
اکتروس	0.036	1.552
ایستگا	0.036	1.552
اینفوتک	0.036	1.552
اینچا	0.036	1.552
بالادانلود	0.036	1.552
باورنکردنیای	0.036	1.552
بایتها	0.036	1.552
بدیهیاست	0.036	1.552
برویت	0.036	1.552
بضاعتمان	0.036	1.552
بفروخت	0.036	1.552
بلابیان	0.036	1.552
بوشنر	0.036	1.552
بیرحمیهای	0.036	1.552
بیطاری	0.036	1.552
بیگلریان	0.036	1.552
تاثیرگرفته	0.036	1.552
تایپم	0.036	1.552
تحدیث	0.036	1.552
تحولاتش	0.036	1.552
تخییل	0.036	1.552
تراوت	0.036	1.552
تروساردی	0.036	1.552
تریسترام	0.036	1.552
تصمیمگیریهایشان	0.036	1.552
تقو	0.036	1.552
تنفصل	0.036	1.552
تواقفنامه	0.036	1.552
تویک	0.036	1.552
ثروث	0.036	1.552
جاویدانه	0.036	1.552
جراهی	0.036	1.552
جملاتشان	0.036	1.552
حرفیم	0.036	1.552
حریل	0.036	1.552
حکفرما	0.036	1.552
خوابنامه	0.036	1.552
دالنود	0.036	1.552
داماده	0.036	1.552
دانلودسریال	0.036	1.552
دایناکورد	0.036	1.552
دخترنما	0.036	1.552
درسالی	0.036	1.552
درنقشه	0.036	1.552
دشتابی	0.036	1.552
دفی	0.036	1.552
دلب	0.036	1.552
دلقکبازی	0.036	1.552
دموکراتش	0.036	1.552
دوبعد	0.036	1.552
دویدنتان	0.036	1.552
دیتاهایی	0.036	1.552
دیدارو	0.036	1.552
ذغالها	0.036	1.552
رابیت	0.036	1.552
راتداعی	0.036	1.552
رجالکم	0.036	1.552
رجعوا	0.036	1.552
ردهرمانهای	0.036	1.552
رستیلن	0.036	1.552
رشیدیه	0.036	1.552
رمزنهاد	0.036	1.552
روستاهها	0.036	1.552
روشناوند	0.036	1.552
رپفارسی	0.036	1.552
رکابت	0.036	1.552
زایدلیزر	0.036	1.552
زبالهسوزی	0.036	1.552
زمینیاش	0.036	1.552
سانتک	0.036	1.552
سبعا	0.036	1.552
سراری	0.036	1.552
سعدحریری	0.036	1.552
سمپاشها	0.036	1.552
سپهرزاد	0.036	1.552
سیهای	0.036	1.552
شاخهاش	0.036	1.552
شستهرفته	0.036	1.552
شودآقای	0.036	1.552
شکوهها	0.036	1.552
صاحت	0.036	1.552
صالحانی	0.036	1.552
طردم	0.036	1.552
عدوالله	0.036	1.552
عشقمم	0.036	1.552
عقلمو	0.036	1.552
غارتشده	0.036	1.552
غلیظش	0.036	1.552
غمزدگی	0.036	1.552
فراگیرش	0.036	1.552
فرسایندگی	0.036	1.552
فرهنگشهر	0.036	1.552
فلکهی	0.036	1.552
